"TDate","Nat","Name","InOut","ClubFrom","DivFrom","ClubTo","DivTo","Amount"
"02/11","Argentine","Héctor Cúper","in",NA,NA,"Mallorca","Spain","manager"
"01/01","Brésil","Felipe Melo","in","Grêmio","Brazil","Mallorca","Spain",""
"01/01","Japon","Yoshito Okubo","in","Cerezo","Japan","Mallorca","Spain","Loan"
"04/01","Uruguay","De los Santos","in","Valencia CF",NA,"Mallorca","Spain","Loan"
"07/01","Argentine","Bernardo Romeo","in","HSV","Germany","Mallorca","Spain","Loan"
"12/01","Italie","Mark Iuliano","in","Juventus","Italy","Mallorca","Spain",""
"20/05","Espagne","Toni González","out","Mallorca","Spain","C. Murcia",NA,"Loan"
"15/06","Argentine","Leo Franco","out","Mallorca","Spain","Atlético",NA,""
"01/07","Espagne","Luis Aragonés","out","Mallorca","Spain","Spain",NA,"manager"
"01/07","Nigeria","Finidi","out","Mallorca","Spain",NA,NA,""
"01/07","Uruguay","M.  Ligüera","out","Mallorca","Spain","Nacional","Uruguay",""
"01/07","Argentine","F.  Lussenhoff","out","Mallorca","Spain","Cruz Azul","Mexico",""
"01/07","Espagne","Miki","out","Mallorca","Spain","C. Murcia",NA,""
"01/07","Espagne","Edu Moya","out","Mallorca","Spain","Tenerife",NA,"Return from loan"
"01/07","Espagne","Txomin Nagore","out","Mallorca","Spain","Celta Vigo",NA,"Free"
"01/07","Espagne","Javier Olaizola","out","Mallorca","Spain",NA,NA,""
"01/07","Espagne","Paco Soler","out","Mallorca","Spain",NA,NA,""
"01/07","Espagne","Jesús Paredes","out","Mallorca","Spain","Spain",NA,"assistant manager"
"01/07","Serbie","Jovan Stankovic","out","Mallorca","Spain","Lleida",NA,""
"03/07","Cameroun","Samuel Eto'o","out","Mallorca","Spain","Barça",NA,"27 M€"
"24/07","Espagne","Gonzalo Colsa","out","Mallorca","Spain","Atlético",NA,"Return from loan"
"24/08","Brésil","Nenê","out","Mallorca","Spain","Alavés",NA,"Free"
"31/08","Pays-Bas","Arnold Bruggink","out","Mallorca","Spain","Heerenveen","Netherlands","Free"
"25/10","Espagne","Benito Floro","out","Mallorca","Spain","Com. Valence","Valencian Community","manager"
"01/01","Espagne","Jesús Perera","out","Mallorca","Spain","Celta Vigo",NA,""
"07/01","Suisse","Patrick Müller","out","Mallorca","Spain","FC Basel","Switzerland","Free"
"23/01","Monténégro","A.  Delibasic","out","Mallorca","Spain","Benfica","Portugal","Loan"
"04/03","Espagne","M. Á.  Nadal","out","Mallorca","Spain",NA,NA,"Free"
"13/06","Espagne","G.  Manzano","in",NA,NA,"Málaga","Spain","manager"
"01/07","Philippines","Álvaro Silva","in","Marbella",NA,"Málaga","Spain",""
"19/08","Brésil","Márcio Amoroso","in",NA,NA,"Málaga","Spain","Free"
"26/08","Costa Rica","Paulo Wanchope","in","Man City","England","Málaga","Spain","745 k€"
"01/01","Espagne","Tote","in","Real Betis",NA,"Málaga","Spain","Loan"
"01/01","Espagne","Luis Villarroel","in","Espanyol",NA,"Málaga","Spain","assistant manager"
"15/01","Espagne","Míchel","in","Murcia",NA,"Málaga","Spain","Loan"
"31/01","Brésil","Fernando Baiano","in","São Caetano","Brazil","Málaga","Spain",""
"26/05","Espagne","Juande Ramos","out","Málaga","Spain",NA,NA,"manager"
"01/07","Uruguay","Diego Alonso","out","Málaga","Spain","UNAM","Mexico",""
"01/07","Espagne","Manolo Canabal","out","Málaga","Spain","Pontevedra",NA,""
"01/07","Argentine","Federico Insúa","out","Málaga","Spain","Indep.","Argentina","Return from loan"
"01/07","Espagne","Roberto Rojas","out","Málaga","Spain","Rayo",NA,""
"01/07","Espagne","Salva","out","Málaga","Spain","Atlético",NA,"Loan"
"24/07","Espagne","Josemi","out","Málaga","Spain","Liverpool","England","3 M€"
"01/01","Espagne","J. J.  Luque","out","Málaga","Spain","C. Murcia",NA,""
"11/01","Espagne","G.  Manzano","out","Málaga","Spain",NA,NA,"manager"
"31/01","Croatie","Ivan Leko","out","Málaga","Spain","Hajduk","Croatia","Free"
"01/07","Espagne","Carretero","in","Fuenlabrada",NA,"Numancia","Spain","assistant manager"
"01/07","Espagne","Francisco","in","Figueres",NA,"Numancia","Spain","manager"
"01/07","Espagne","Juanma","in","Atlético",NA,"Numancia","Spain",""
"01/07","Espagne","Juanpa","in","UD Salamanque",NA,"Numancia","Spain",""
"01/07","Espagne","Miguel","in","Sporting",NA,"Numancia","Spain",""
"01/07","Espagne","Miguel Núñez","in",NA,NA,"Numancia","Spain",""
"01/07","Espagne","César Palacios","in","Osasuna",NA,"Numancia","Spain","Free"
"01/07","France","S.  Pignol","in","Almería",NA,"Numancia","Spain",""
"01/07","Espagne","Tevenet","in","Algeciras",NA,"Numancia","Spain",""
"13/07","Espagne","Juanlu","in","Alicante",NA,"Numancia","Spain",""
"13/07","Espagne","Pablo Sanz","in","Rayo",NA,"Numancia","Spain",""
"14/07","Espagne","Juan Cruz Ochoa","in","Alavés",NA,"Numancia","Spain",""
"23/07","Espagne","Ramon Ros","in","Barça",NA,"Numancia","Spain","Loan"
"03/08","Argentine","Patricio Graff","in","Rayo",NA,"Numancia","Spain","Free"
"09/08","Espagne","Toché","in","Atlético",NA,"Numancia","Spain","Loan"
"27/08","Corée du Sud","Chun-soo Lee","in","R. Sociedad",NA,"Numancia","Spain","Loan"
"27/08","Argentine","Aldo Osorio","in","Talleres","Argentina","Numancia","Spain",""
"08/09","Grèce","Kostas Kiassos","in","Iraklis","Greece","Numancia","Spain",""
"01/01","Espagne","Rafa Jordá","in",NA,NA,"Numancia","Spain",""
"04/01","Espagne","J.  Tarantino","in","Ath. Bilbao B B",NA,"Numancia","Spain","Loan"
"10/01","Argentine","S.  González","in","Córdoba",NA,"Numancia","Spain",""
"01/07","Espagne","Mikel Alonso","out","Numancia","Spain","R. Sociedad",NA,"Return from loan"
"01/07","Espagne","L. F.  Casado","out","Numancia","Spain","Ciempozuelos",NA,""
"01/07","Espagne","J. A.  Culebras","out","Numancia","Spain","Levante",NA,""
"01/07","Argentine","Daniel Fagiani","out","Numancia","Spain","Tenerife",NA,""
"01/07","Espagne","Q.  Hernández","out","Numancia","Spain","Recreativo",NA,"manager"
"01/07","Espagne","Juan Pedro","out","Numancia","Spain","Rayo",NA,""
"01/07","Cameroun","Daniel Kome","out","Numancia","Spain","Getafe",NA,""
"01/07","Espagne","Octavio","out","Numancia","Spain",NA,NA,""
"01/07","Espagne","J. J.  Pacheta","out","Numancia","Spain",NA,NA,""
"01/07","Espagne","Ó. J.  Pulido","out","Numancia","Spain","Murcia",NA,""
"01/07","Espagne","Rafael Riaño","out","Numancia","Spain","Las Palmas",NA,""
"01/07","Roumanie","Laurentiu Rosu","out","Numancia","Spain","Recreativo",NA,""
"01/07","Espagne","Xisco Nadal","out","Numancia","Spain","Villarreal",NA,"Return from loan"
"14/07","Espagne","Luis García","out","Numancia","Spain","Saragosse",NA,"Free"
"27/08","Espagne","Juan Navarro","out","Numancia","Spain","Pontevedra",NA,"Free"
"08/11","Espagne","Francisco","out","Numancia","Spain",NA,NA,"manager"
"01/01","Grèce","Kostas Kiassos","out","Numancia","Spain","Panionios","Greece",""
"31/01","Argentine","Aldo Osorio","out","Numancia","Spain","Quilmes","Argentina",""
"01/06","Espagne","Rafael Clavero","in","Murcia",NA,"Osasuna","Spain",""
"01/07","Espagne","Juanma Ortiz","in","Atlético B",NA,"Osasuna","Spain","Loan"
"06/07","France","L.  Delporte","in","Albacete",NA,"Osasuna","Spain","Free"
"16/07","Serbie","Savo Milosevic","in","Celta Vigo",NA,"Osasuna","Spain",""
"26/07","Espagne","E.  Corrales","in","Castilla B",NA,"Osasuna","Spain","200 k€"
"01/07","Espagne","Alfredo","out","Osasuna","Spain","Elche",NA,""
"01/07","Espagne","Gorka García","out","Osasuna","Spain","Córdoba",NA,""
"01/07","Espagne","César Palacios","out","Osasuna","Spain","Numancia",NA,"Free"
"01/07","Argentine","G. D.  Rivero","out","Osasuna","Spain","C. Murcia",NA,""
"07/07","Espagne","J. M.  Mateo","out","Osasuna","Spain","Valladolid",NA,""
"18/07","Espagne","Antonio López","out","Osasuna","Spain","Atlético",NA,"Free"
"12/01","Côte d'Ivoire","I.  Bakayoko","out","Osasuna","Spain","Istres","France","Free"
"29/05","Maroc","Walid Regragui","in","AC Ajaccio","France","Racing Santander","Spain","Free"
"01/07","Espagne","F.  Marqués","in","Rayo",NA,"Racing Santander","Spain",""
"01/07","Uruguay","Mauricio Nanni","in","Wanderers","Uruguay","Racing Santander","Spain",""
"01/07","Italie","A.  Pierini","in","Udinese","Italy","Racing Santander","Spain",""
"01/07","Espagne","C.  Portilla","in","Unionistas",NA,"Racing Santander","Spain",""
"26/07","Espagne","David Aganzo","in","Levante",NA,"Racing Santander","Spain",""
"26/08","Espagne","Pedro  López","in","Valence B B",NA,"Racing Santander","Spain","Loan"
"26/08","Espagne","Líbero Parri","in","Albacete",NA,"Racing Santander","Spain","Loan"
"30/08","Espagne","J.  Arizmendi","in","Atlético",NA,"Racing Santander","Spain","Loan"
"01/01","Mexique","Gerardo Torrado","in","Sevilla FC",NA,"Racing Santander","Spain","Free"
"20/01","Brésil","Argel","in","Benfica","Portugal","Racing Santander","Spain",""
"31/01","Espagne","Toño","in","Recreativo",NA,"Racing Santander","Spain","1.1 M€"
"01/03","Espagne","Pablo Sierra","in","Córdoba",NA,"Racing Santander","Spain",""
"16/05","Tunisie","Mehdi Nafti","in","Birmingham","England","Racing Santander","Spain","Return from loan"
"01/07","Israël","Omri Afek","out","Racing Santander","Spain","UD Salamanque",NA,"Loan"
"01/07","Espagne","Neru","out","Racing Santander","Spain","Sporting",NA,"Loan"
"01/07","Espagne","Pablo Lago","out","Racing Santander","Spain","Sporting",NA,""
"14/07","Guinée équatoriale","Rodolfo Bodipo","out","Racing Santander","Spain","Alavés",NA,""
"14/07","Espagne","David Coromina","out","Racing Santander","Spain","Alavés",NA,""
"01/01","Argentine","Diego Mateo","out","Racing Santander","Spain","Valladolid",NA,""
"01/01","Italie","A.  Pierini","out","Racing Santander","Spain","Córdoba",NA,""
"03/01","Argentine","C.  Álvarez","out","Racing Santander","Spain","Córdoba",NA,"Loan"
"31/01","Tunisie","Mehdi Nafti","out","Racing Santander","Spain","Birmingham","England","Loan"
"09/02","Espagne","Lucas Alcaraz","out","Racing Santander","Spain",NA,NA,"manager"
"01/05","Brésil","Argel","out","Racing Santander","Spain","Cruzeiro","Brazil",""
"24/05","Espagne","J. A.  Camacho","in","Benfica","Portugal","Real Madrid","Spain","manager"
"01/07","Espagne","Albert Celades","in","Bordeaux","France","Real Madrid","Spain","Return from loan"
"01/07","Espagne","F.  Morientes","in","Monaco","France","Real Madrid","Spain","Return from loan"
"01/07","Argentine","Walter Samuel","in","AS Roma","Italy","Real Madrid","Spain","27 M€"
"14/08","Angleterre","Michael Owen","in","Liverpool","England","Real Madrid","Spain","12 M€"
"20/08","Angleterre","J.  Woodgate","in","Newcastle","England","Real Madrid","Spain","20 M€"
"20/09","Espagne","García Remón","in","Córdoba",NA,"Real Madrid","Spain","manager"
"21/12","Italie","Arrigo Sacchi","in","Parma","Italy","Real Madrid","Spain","Technical Director"
"30/12","Brésil","V.  Luxemburgo","in",NA,NA,"Real Madrid","Spain","manager"
"13/01","Espagne","Javier Portillo","in","Fiorentina","Italy","Real Madrid","Spain","Return from loan"
"14/01","Danemark","Thomas Gravesen","in","Everton","England","Real Madrid","Spain","3.8 M€"
"24/05","Portugal","Carlos Queiroz","out","Real Madrid","Spain","Man United","England","manager"
"30/06","Espagne","Carlos Sánchez","out","Real Madrid","Spain","Poli Ejido",NA,"Loan"
"01/07","Espagne","Jordi López","out","Real Madrid","Spain","Sevilla FC",NA,""
"01/07","Portugal","José Peseiro","out","Real Madrid","Spain","Sporting CP","Portugal","assistant manager"
"02/07","Argentine","E.  Cambiasso","out","Real Madrid","Spain","Inter Milan","Italy","Free"
"28/07","Espagne","Javier Portillo","out","Real Madrid","Spain","Fiorentina","Italy","Loan"
"30/07","Espagne","Riki","out","Real Madrid","Spain","Getafe",NA,"300 k€"
"17/08","Espagne","Antonio Núñez","out","Real Madrid","Spain","Liverpool","England","Free"
"20/09","Espagne","J. A.  Camacho","out","Real Madrid","Spain",NA,NA,"manager"
"30/12","Espagne","García Remón","out","Real Madrid","Spain",NA,NA,"manager"
"01/01","Espagne","X.  Azkargorta","out","Real Madrid","Spain","Chivas","Mexico",""
"13/01","Espagne","F.  Morientes","out","Real Madrid","Spain","Liverpool","England","9.5 M€"
"14/06","Espagne","A.  Aranzabal","in","R. Sociedad",NA,"Real Zaragoza","Spain","1 M€"
"01/07","Espagne","García Granero","in","Elche",NA,"Real Zaragoza","Spain","Return from loan"
"01/07","Espagne","Óscar","in","Valladolid",NA,"Real Zaragoza","Spain",""
"14/07","Espagne","Luis García","in","Numancia",NA,"Real Zaragoza","Spain","Free"
"05/08","Espagne","Javi Moreno","in","Atlético",NA,"Real Zaragoza","Spain",""
"01/07","Espagne","M. Á.  Corona","out","Real Zaragoza","Spain","Poli Ejido",NA,"Loan"
"01/07","Espagne","Jordi Ferrón","out","Real Zaragoza","Spain","Albacete",NA,""
"01/07","Espagne","Iñaki","out","Real Zaragoza","Spain","Valladolid",NA,""
"01/07","Espagne","Jesús Muñoz","out","Real Zaragoza","Spain","Terrassa",NA,""
"01/07","Espagne","Juanele","out","Real Zaragoza","Spain","Terrassa",NA,""
"01/07","Espagne","Pablo","out","Real Zaragoza","Spain",NA,NA,""
"01/07","Pérou","Miguel Rebosio","out","Real Zaragoza","Spain","Almería",NA,""
"01/07","Espagne","M.  Vellisca","out","Real Zaragoza","Spain","Almería",NA,""
"06/07","Espagne","Dani","out","Real Zaragoza","Spain","Espanyol",NA,"Free"
"14/07","Espagne","Raúl Valbuena","out","Real Zaragoza","Spain","Albacete",NA,"Loan"
"21/07","Espagne","Yordi","out","Real Zaragoza","Spain","Getafe",NA,"Free"
"25/05","Espagne","César Laínez","out","Real Zaragoza","Spain",NA,NA,"Free"
"31/05","France","J.  Bréchet","in","Inter Milan","Italy","Real Sociedad","Spain","1.5 M€"
"02/06","Espagne","Amorrortu","in","Eibar",NA,"Real Sociedad","Spain","manager"
"01/07","Espagne","Mikel Alonso","in","Numancia",NA,"Real Sociedad","Spain","Return from loan"
"01/07","Espagne","José Barkero","in","Poli Ejido",NA,"Real Sociedad","Spain","Return from loan"
"01/07","Espagne","Mikel Labaka","in","C. Murcia",NA,"Real Sociedad","Spain","Return from loan"
"01/07","Espagne","Julen Masach","in","Arsenal","England","Real Sociedad","Spain","Technical Director"
"01/07","Espagne","Asier Riesgo","in","Eibar",NA,"Real Sociedad","Spain","Return from loan"
"01/07","Espagne","Gari Uranga","in","Getafe",NA,"Real Sociedad","Spain",""
"08/07","Espagne","Mikel Arteta","in","Rangers","Scotland","Real Sociedad","Spain","4 M€"
"31/08","Brésil","Luiz Alberto","in","Atlético MG","Brazil","Real Sociedad","Spain","Return from loan"
"31/08","Brésil","Rossato","in","FC Porto","Portugal","Real Sociedad","Spain",""
"01/01","Serbie","D.  Mladenovic","in","Rangers","Scotland","Real Sociedad","Spain","Loan"
"02/06","France","R.  Denoueix","out","Real Sociedad","Spain",NA,NA,"manager"
"02/06","Espagne","J. M.  Zamora","out","Real Sociedad","Spain",NA,NA,"assistant manager"
"14/06","Espagne","A.  Aranzabal","out","Real Sociedad","Spain","Saragosse",NA,"1 M€"
"16/06","Espagne","Javier De Pedro","out","Real Sociedad","Spain","Blackburn","England","Free"
"01/07","Espagne","Sergio Boris","out","Real Sociedad","Spain","Córdoba",NA,"Loan"
"01/07","Espagne","Z.  Gurrutxaga","out","Real Sociedad","Spain","Rayo",NA,""
"06/07","France","Lionel Potillon","out","Real Sociedad","Spain","Sochaux","France",""
"30/07","Norvège","B. T.  Kvarme","out","Real Sociedad","Spain","Bastia","France",""
"02/08","Argentine","G.  Schürrer","out","Real Sociedad","Spain","Olympiacos","Greece","Free"
"20/08","Espagne","Xabi Alonso","out","Real Sociedad","Spain","Liverpool","England","16 M€"
"27/08","Corée du Sud","Chun-soo Lee","out","Real Sociedad","Spain","Numancia",NA,"Loan"
"31/08","Pays-Bas","S.  Westerveld","out","Real Sociedad","Spain","Mallorca",NA,"Loan"
"31/01","Espagne","Mikel Arteta","out","Real Sociedad","Spain","Everton","England","Loan"
"11/06","Argentine","G.  Rodríguez","in","San Lorenzo","Argentina","Villarreal","Spain",""
"19/06","Mozambique","Armando Sá","in","Benfica","Portugal","Villarreal","Spain",""
"01/07","Espagne","Héctor Font","in","C. Murcia",NA,"Villarreal","Spain","Return from loan"
"01/07","Espagne","Xisco Nadal","in","Numancia",NA,"Villarreal","Spain","Return from loan"
"07/07","Argentine","R.  Cousillas","in",NA,NA,"Villarreal","Spain","assistant manager"
"07/07","Chili","M.  Pellegrini","in","River Plate","Argentina","Villarreal","Spain","manager"
"20/08","Uruguay","Diego Forlán","in","Man United","England","Villarreal","Spain","3.2 M€"
"26/08","Bolivie","J. M.  Peña","in","Valladolid",NA,"Villarreal","Spain",""
"04/11","Argentine","J. P.  Sorín","in","Cruzeiro","Brazil","Villarreal","Spain",""
"01/12","Argentine","Lucho Figueroa","in","Cruz Azul","Mexico","Villarreal","Spain",""
"01/06","Argentine","F.  Coloccini","out","Villarreal","Spain","AC Milan","Italy","Return from loan"
"22/06","Brésil","Belletti","out","Villarreal","Spain","Barça",NA,"4 M€"
"01/07","Espagne","Pere Martí","out","Villarreal","Spain","Elche",NA,""
"01/07","Espagne","Paquito","out","Villarreal","Spain",NA,NA,"manager"
"25/08","Espagne","Víctor","out","Villarreal","Spain","Valladolid",NA,""
"27/08","Espagne","S.  Ballesteros","out","Villarreal","Spain","Mallorca",NA,"1 M€"
"16/10","Brésil","Sonny Anderson","out","Villarreal","Spain","Al Rayyan","Qatar",""
"03/12","Espagne","Xisco Nadal","out","Villarreal","Spain","Murcia",NA,"Loan"
"01/06","Argentine","F.  Coloccini","in","Villarreal","Spain","AC Milan","Italy","Return from loan"
"01/07","France","Vikash Dhorasoo","in","Lyon","France","AC Milan","Italy","Free"
"01/07","Pays-Bas","Jaap Stam","in","Lazio",NA,"AC Milan","Italy","Free"
"06/07","Italie","Stefano Eranio","in","Pro Sesto",NA,"AC Milan","Italy","youth coach"
"15/07","Argentine","Hernán Crespo","in","Chelsea","England","AC Milan","Italy","Loan"
"22/05","Danemark","Martin Laursen","out","AC Milan","Italy","Aston Villa","England","4.2 M€"
"17/06","Bélarus","Vitali Kutuzov","out","AC Milan","Italy","Sampdoria",NA,"1.5 M€"
"01/07","Italie","Nicola Pozzi","out","AC Milan","Italy","Napoli",NA,"Loan"
"01/07","Argentine","F.  Redondo","out","AC Milan","Italy",NA,NA,""
"01/07","Italie","Paolo Sammarco","out","AC Milan","Italy","Chievo",NA,"Loan"
"09/07","Italie","Marco Borriello","out","AC Milan","Italy","Reggina",NA,"Loan"
"31/01","Argentine","F.  Coloccini","out","AC Milan","Italy","Depor","Spain","4 M€"
"17/06","France","Philippe Mexès","in","Auxerre","France","AS Roma","Italy",""
"01/07","Italie","A.  Aquilani","in","Triestina",NA,"AS Roma","Italy","Return from loan"
"01/07","Argentine","Leandro Cufre","in","Siena",NA,"AS Roma","Italy","Return from loan"
"01/07","Italie","Gianluca Curci","in","Hammarby","Sweden","AS Roma","Italy",""
"01/07","Italie","Aleandro Rosi","in","Perugia",NA,"AS Roma","Italy",""
"01/07","Italie","Luigi Sartor","in","Ancona",NA,"AS Roma","Italy","Return from loan"
"30/07","Italie","Matteo Ferrari","in","Parma",NA,"AS Roma","Italy",""
"03/08","Italie","Simone Perrotta","in","Chievo",NA,"AS Roma","Italy","7.2 M€"
